code,Ethnicity,Grouping_16,Grouping_6,Label_16,Label_6
977721000000106,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census,9,3,Asian or Asian British - Pakistani,Asian or Asian British
110751000000108,Indian or British Indian - ethnic category 2001 census,8,3,Asian or Asian British - Indian,Asian or Asian British
154178009,Indian,8,3,Asian or Asian British - Indian,Asian or Asian British
154189002,Indian sub-continent (NMO),8,3,Asian or Asian British - Indian,Asian or Asian British
154225001,Indian,8,3,Asian or Asian British - Indian,Asian or Asian British
186001005,Indian (East Indian),8,3,Asian or Asian British - Indian,Asian or Asian British
186012005,Indian sub-continent (NMO),8,3,Asian or Asian British - Indian,Asian or Asian British
186045005,Indian,8,3,Asian or Asian British - Indian,Asian or Asian British
64483007,Indians (Hindi-speaking),8,3,Asian or Asian British - Indian,Asian or Asian British
92641000000107,Punjabi - ethnic category 2001 census,8,3,Asian or Asian British - Indian,Asian or Asian British
976791000000107,Asian or Asian British: Indian - England and Wales ethnic category 2011 census,8,3,Asian or Asian British - Indian,Asian or Asian British
977591000000103,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census,8,3,Asian or Asian British - Indian,Asian or Asian British
978111000000100,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census",8,3,Asian or Asian British - Indian,Asian or Asian British
977601000000109,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census,8,3,Asian or Asian British - Indian,Asian or Asian British
976801000000106,Asian or Asian British: Indian - England and Wales ethnic category 2011 census,8,3,Asian or Asian British - Indian,Asian or Asian British
978121000000106,Asian or Asian Scottish or Asian British: Indian Indian Scottish or Indian British - Scotland ethnic category 2011 census,8,3,Asian or Asian British - Indian,Asian or Asian British
414481008,Indian (racial group),8,3,Asian or Asian British - Indian,Asian or Asian British
110771000000104,Black and White - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
154175007,"Black - other, mixed",7,2,Mixed - Any other mixed background,Mixed
154176008,Other Black - Black/White orig,7,2,Mixed - Any other mixed background,Mixed
154177004,Other Black - Black/Asian orig,7,2,Mixed - Any other mixed background,Mixed
154196000,"Other ethnic, mixed origin",7,2,Mixed - Any other mixed background,Mixed
154197009,"Other ethnic, Black/White orig",7,2,Mixed - Any other mixed background,Mixed
154199007,"Other ethnic, mixed white orig",7,2,Mixed - Any other mixed background,Mixed
154200005,"Other ethnic, other mixed orig",7,2,Mixed - Any other mixed background,Mixed
185998001,"Black - other, mixed",7,2,Mixed - Any other mixed background,Mixed
185999009,Other Black - Black/White orig,7,2,Mixed - Any other mixed background,Mixed
186000006,Other Black - Black/Asian orig,7,2,Mixed - Any other mixed background,Mixed
186019001,"Other ethnic, mixed origin",7,2,Mixed - Any other mixed background,Mixed
186022004,"Other ethnic, mixed white origin",7,2,Mixed - Any other mixed background,Mixed
186023009,"Other ethnic, other mixed origin",7,2,Mixed - Any other mixed background,Mixed
315239007,Mixed ethnic census group,7,2,Mixed - Any other mixed background,Mixed
92451000000107,Other Mixed background - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92581000000100,Black and Asian - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92591000000103,Black and Chinese - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92601000000109,Chinese and White - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92611000000106,Asian and Chinese - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92621000000100,Other Mixed or Mixed unspecified - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92631000000103,Mixed Asian - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
92721000000106,Mixed Black - ethnic category 2001 census,7,2,Mixed - Any other mixed background,Mixed
976771000000108,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
976781000000105,Mixed multiple ethnic groups: any other Mixed or  Multiple ethnic background - England and Wales ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
977551000000106,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
977561000000109,Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - Northern Ireland ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
978051000000102,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
978061000000104,Mixed or multiple ethnic groups: any Mixed or Multiple ethnic group - Scotland ethnic category 2011 census,7,2,Mixed - Any other mixed background,Mixed
414752008,Mixed racial group (racial group),7,2,Mixed - Any other mixed background,Mixed
154198004,"Other ethnic, Asian/White orig",6,2,Mixed - White and Asian,Mixed
186021006,"Other ethnic, Asian/White origin",6,2,Mixed - White and Asian,Mixed
92441000000109,White and Asian - ethnic category 2001 census,6,2,Mixed - White and Asian,Mixed
976751000000104,Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census,6,2,Mixed - White and Asian,Mixed
976761000000101,Mixed multiple ethnic groups: white and Asian - England and Wales ethnic category 2011 census,6,2,Mixed - White and Asian,Mixed
977431000000100,Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census,6,2,Mixed - White and Asian,Mixed
977441000000109,Mixed multiple ethnic groups: white and Asian - Northern Ireland ethnic category 2011 census,6,2,Mixed - White and Asian,Mixed
154202002,Black African and White,5,2,Mixed - White and Black African,Mixed
186025002,Black African and White,5,2,Mixed - White and Black African,Mixed
315635008,Black African and White,5,2,Mixed - White and Black African,Mixed
413466005,Afro-Caucasian,5,2,Mixed - White and Black African,Mixed
92431000000100,White and Black African - ethnic category 2001 census,5,2,Mixed - White and Black African,Mixed
976731000000106,Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census,5,2,Mixed - White and Black African,Mixed
976741000000102,Mixed multiple ethnic groups: white and black African - England and Wales ethnic category 2011 census,5,2,Mixed - White and Black African,Mixed
977411000000108,Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census,5,2,Mixed - White and Black African,Mixed
977421000000102,Mixed multiple ethnic groups: white and black African - Northern Ireland ethnic category 2011 census,5,2,Mixed - White and Black African,Mixed
154201009,Black Caribbean and White,4,2,Mixed - White and Black Caribbean,Mixed
186020007,"Other ethnic, Black/White origin",4,2,Mixed - White and Black Caribbean,Mixed
186024003,Black Caribbean and White,4,2,Mixed - White and Black Caribbean,Mixed
315634007,Black Caribbean and White,4,2,Mixed - White and Black Caribbean,Mixed
92421000000102,White and Black Caribbean - ethnic category 2001 census,4,2,Mixed - White and Black Caribbean,Mixed
976711000000103,Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census,4,2,Mixed - White and Black Caribbean,Mixed
976721000000109,Mixed multiple ethnic groups: white and black Caribbean - England and Wales ethnic category 2011 census,4,2,Mixed - White and Black Caribbean,Mixed
977391000000108,Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census,4,2,Mixed - White and Black Caribbean,Mixed
977401000000106,Mixed multiple ethnic groups: white and black Caribbean - Northern Ireland ethnic category 2011 census,4,2,Mixed - White and Black Caribbean,Mixed
10117001,Finns,3,1,White - Any other White background,White
1036211000000103,Slovak Roma,3,1,White - Any other White background,White
1036251000000104,Czech Roma,3,1,White - Any other White background,White
1036281000000105,Hungarian Roma,3,1,White - Any other White background,White
1036301000000106,Polish Roma,3,1,White - Any other White background,White
1036321000000102,Romanian Roma,3,1,White - Any other White background,White
1036341000000109,Roma,3,1,White - Any other White background,White
1036361000000105,Bulgarian Roma,3,1,White - Any other White background,White
110401000000103,Turkish - ethnic category 2001 census,3,1,White - Any other White background,White
113169009,Armenians,3,1,White - Any other White background,White
14045001,Caucasian,3,1,White - Any other White background,White
14176005,Danes,3,1,White - Any other White background,White
1451003,Greeks,3,1,White - Any other White background,White
154163002,Other white ethnic group,3,1,White - Any other White background,White
154192003,Greek &/or Greek Cypriot (NMO),3,1,White - Any other White background,White
154193008,Turkish &/or Turkish Cypriot (NMO),3,1,White - Any other White background,White
154194002,Other European (NMO),3,1,White - Any other White background,White
154208003,Irish traveller,3,1,White - Any other White background,White
154213004,New Zealand European,3,1,White - Any other White background,White
154214005,Other European in New Zealand,3,1,White - Any other White background,White
17095009,Norwegians,3,1,White - Any other White background,White
18583004,Estonians,3,1,White - Any other White background,White
185984009,White - ethnic group,3,1,White - Any other White background,White
185987002,Other white ethnic group,3,1,White - Any other White background,White
186015007,Greek &/or Greek Cypriot (NMO),3,1,White - Any other White background,White
186016008,Turkish &/or Turkish Cypriot (NMO),3,1,White - Any other White background,White
186017004,Other European (NMO),3,1,White - Any other White background,White
186031004,Irish traveller,3,1,White - Any other White background,White
186036009,New Zealand European,3,1,White - Any other White background,White
19434008,French,3,1,White - Any other White background,White
270466006,Greek/Greek Cypriot (NMO),3,1,White - Any other White background,White
270467002,Turkish/Turkish Cypriot (NMO),3,1,White - Any other White background,White
275599007,Greek (NMO),3,1,White - Any other White background,White
275600005,Greek Cypriot (NMO),3,1,White - Any other White background,White
275601009,Turkish (NMO),3,1,White - Any other White background,White
275602002,Turkish Cypriot (NMO),3,1,White - Any other White background,White
28409002,Spaniards,3,1,White - Any other White background,White
28562006,Poles,3,1,White - Any other White background,White
286009,Czech,3,1,White - Any other White background,White
29343004,Bulgarian,3,1,White - Any other White background,White
315238004,Other white ethnic group,3,1,White - Any other White background,White
315283003,Irish traveller,3,1,White - Any other White background,White
31637002,Italians,3,1,White - Any other White background,White
32045009,Georgians,3,1,White - Any other White background,White
36329002,Slovak,3,1,White - Any other White background,White
367505005,Caucasian (living organism),3,1,White - Any other White background,White
393199009,Gypsies,3,1,White - Any other White background,White
394149000,Gypsies,3,1,White - Any other White background,White
394635008,Gypsies,3,1,White - Any other White background,White
40182006,Gypsies,3,1,White - Any other White background,White
414152003,European,3,1,White - Any other White background,White
445343003,Romanian,3,1,White - Any other White background,White
45465003,Basques,3,1,White - Any other White background,White
518701000000103,Romanian,3,1,White - Any other White background,White
518721000000107,Bulgarian,3,1,White - Any other White background,White
519681000000108,Czech,3,1,White - Any other White background,White
53460002,Serbs,3,1,White - Any other White background,White
56056003,Belgians,3,1,White - Any other White background,White
64693008,Hungarian,3,1,White - Any other White background,White
668681000000107,Other white ethnic group,3,1,White - Any other White background,White
68486007,Austrians,3,1,White - Any other White background,White
710011000000101,Slovak,3,1,White - Any other White background,White
718021000000105,Portuguese,3,1,White - Any other White background,White
718958002,Roma,3,1,White - Any other White background,White
718959005,Czech Roma,3,1,White - Any other White background,White
718960000,Romanian Roma,3,1,White - Any other White background,White
718961001,Slovak Roma,3,1,White - Any other White background,White
718962008,Bulgarian Roma,3,1,White - Any other White background,White
718963003,Hungarian Roma,3,1,White - Any other White background,White
718964009,Polish Roma,3,1,White - Any other White background,White
72809004,Icelanders,3,1,White - Any other White background,White
733078003,Ukrainian,3,1,White - Any other White background,White
733446001,Canadian,3,1,White - Any other White background,White
735001008,Scandinavian,3,1,White - Any other White background,White
76574004,Swiss,3,1,White - Any other White background,White
7695005,Germans,3,1,White - Any other White background,White
80208004,Portuguese,3,1,White - Any other White background,White
81403004,Swedes,3,1,White - Any other White background,White
85163001,Russians,3,1,White - Any other White background,White
88911000000101,Irish Traveller - ethnic category 2001 census,3,1,White - Any other White background,White
88921000000107,Traveller - ethnic category 2001 census,3,1,White - Any other White background,White
88931000000109,Gypsy/Romany - ethnic category 2001 census,3,1,White - Any other White background,White
88941000000100,Polish - ethnic category 2001 census,3,1,White - Any other White background,White
88951000000102,Baltic States (Estonian or Latvian or Lithuanian) - ethnic category 2001 census,3,1,White - Any other White background,White
88961000000104,Commonwealth of (Russian) Independent States - ethnic category 2001 census,3,1,White - Any other White background,White
88971000000106,Albanian - ethnic category 2001 census,3,1,White - Any other White background,White
88981000000108,Serbian - ethnic category 2001 census,3,1,White - Any other White background,White
92411000000108,Other White background - ethnic category 2001 census,3,1,White - Any other White background,White
92791000000109,Cypriot (part not stated) - ethnic category 2001 census,3,1,White - Any other White background,White
93921000000101,Ulster Scots - ethnic category 2001 census,3,1,White - Any other White background,White
93931000000104,Greek - ethnic category 2001 census,3,1,White - Any other White background,White
93941000000108,Greek Cypriot - ethnic category 2001 census,3,1,White - Any other White background,White
93951000000106,Turkish Cypriot - ethnic category 2001 census,3,1,White - Any other White background,White
93961000000109,Italian - ethnic category 2001 census,3,1,White - Any other White background,White
93981000000100,Kosovan - ethnic category 2001 census,3,1,White - Any other White background,White
93991000000103,Bosnian - ethnic category 2001 census,3,1,White - Any other White background,White
94001000000108,Croatian - ethnic category 2001 census,3,1,White - Any other White background,White
94011000000105,Other republics which made up the former Yugoslavia - ethnic category 2001 census,3,1,White - Any other White background,White
94021000000104,Mixed Irish and other White - ethnic category 2001 census,3,1,White - Any other White background,White
94031000000102,Other mixed White - ethnic category 2001 census,3,1,White - Any other White background,White
94041000000106,Other White European or European unspecified or Mixed European - ethnic category 2001 census,3,1,White - Any other White background,White
94051000000109,Other White or White unspecified - ethnic category 2001 census,3,1,White - Any other White background,White
9533000,Dutch,3,1,White - Any other White background,White
976671000000104,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census,3,1,White - Any other White background,White
976691000000100,White: any other White background - England and Wales ethnic category 2011 census,3,1,White - Any other White background,White
977351000000100,White - Northern Ireland ethnic category 2011 census,3,1,White - Any other White background,White
977371000000109,Irish Traveller - Northern Ireland ethnic category 2011 census,3,1,White - Any other White background,White
977971000000108,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
978011000000101,White: Polish - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
978031000000109,White: any other White ethnic group - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
978041000000100,White: any other white ethnic group - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
978021000000107,White: Polish - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
413773004,Caucasian (racial group),3,1,White - Any other White background,White
977381000000106,Irish Traveller - Northern Ireland ethnic category 2011 census,3,1,White - Any other White background,White
976701000000100,White: any other white background - England and Wales ethnic category 2011 census,3,1,White - Any other White background,White
977981000000105,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census,3,1,White - Any other White background,White
976681000000102,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census,3,1,White - Any other White background,White
154162007,White Irish,2,1,White - Irish,White
154191005,Irish (NMO),2,1,White - Irish,White
185986006,White Irish,2,1,White - Irish,White
186014006,Irish (NMO),2,1,White - Irish,White
315237009,White Irish,2,1,White - Irish,White
494161000000100,White Irish - ethnic category 2001 census,2,1,White - Irish,White
92401000000106,Irish - ethnic category 2001 census,2,1,White - Irish,White
976651000000108,White: Irish - England and Wales ethnic category 2011 census,2,1,White - Irish,White
977951000000104,White: Irish - Scotland ethnic category 2011 census,2,1,White - Irish,White
976661000000106,White: Irish - England and Wales ethnic category 2011 census,2,1,White - Irish,White
494171000000107,White Irish - ethnic category 2001 census,2,1,White - Irish,White
494181000000109,White Irish - ethnic category 2001 census,2,1,White - Irish,White
977961000000101,White: Irish - Scotland ethnic category 2011 census,2,1,White - Irish,White
110761000000106,English - ethnic category 2001 census,1,1,White - British,White
14999008,Welsh,1,1,White - British,White
154160004,White - ethnic group,1,1,White - British,White
154161000,White British,1,1,White - British,White
185985005,White British,1,1,White - British,White
25804004,English,1,1,White - British,White
315236000,White British,1,1,White - British,White
401213008,White Scottish,1,1,White - British,White
401214002,Other white British ethnic group,1,1,White - British,White
41121000000107,Other white British ethnic group,1,1,White - British,White
43481000000100,Other white British ethnic group,1,1,White - British,White
44881000000100,White Scottish,1,1,White - British,White
44891000000103,Other white British ethnic group,1,1,White - British,White
494131000000105,White British - ethnic category 2001 census,1,1,White - British,White
77711000000105,Other white British ethnic group,1,1,White - British,White
82121000000108,Other white British ethnic group,1,1,White - British,White
92391000000108,British or mixed British - ethnic category 2001 census,1,1,White - British,White
92541000000108,Scottish - ethnic category 2001 census,1,1,White - British,White
92551000000106,Welsh - ethnic category 2001 census,1,1,White - British,White
92561000000109,Northern Irish - ethnic category 2001 census,1,1,White - British,White
92571000000102,Cornish - ethnic category 2001 census,1,1,White - British,White
976631000000101,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census,1,1,White - British,White
977911000000103,White: Scottish - Scotland ethnic category 2011 census,1,1,White - British,White
977931000000106,White: other British - Scotland ethnic category 2011 census,1,1,White - British,White
977921000000109,White: Scottish - Scotland ethnic category 2011 census,1,1,White - British,White
494151000000103,White British - ethnic category 2001 census,1,1,White - British,White
976641000000105,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census,1,1,White - British,White
977361000000102,White - Northern Ireland ethnic category 2011 census,1,1,White - British,White
977941000000102,White: other British - Scotland ethnic category 2011 census,1,1,White - British,White
494141000000101,White British - ethnic category 2001 census,1,1,White - British,White